bootstrap_id,target_sample_type,row_quality_final,n,prop_within_type
1,abstention,no_determinants,25,0.04940711462450593
1,abstention,suspicious_determinants,3,0.005928853754940711
1,abstention,too_many_missing_determinants,5,0.009881422924901186
1,abstention,usable_complete,387,0.7648221343873518
1,abstention,usable_complete_limited_metadata,24,0.04743083003952569
1,abstention,usable_partial,57,0.11264822134387352
1,abstention,usable_partial_limited_metadata,5,0.009881422924901186
1,voter,no_determinants,79,0.15991902834008098
1,voter,suspicious_determinants,8,0.016194331983805668
1,voter,too_many_missing_determinants,28,0.05668016194331984
1,voter,usable_complete,257,0.520242914979757
1,voter,usable_complete_limited_metadata,4,0.008097165991902834
1,voter,usable_partial,117,0.23684210526315788
1,voter,usable_partial_limited_metadata,1,0.0020242914979757085
2,abstention,no_determinants,31,0.06126482213438735
2,abstention,suspicious_determinants,2,0.003952569169960474
2,abstention,too_many_missing_determinants,1,0.001976284584980237
2,abstention,usable_complete,398,0.7865612648221344
2,abstention,usable_complete_limited_metadata,21,0.041501976284584984
2,abstention,usable_partial,51,0.1007905138339921
2,abstention,usable_partial_limited_metadata,2,0.003952569169960474
2,voter,no_determinants,81,0.16396761133603238
2,voter,suspicious_determinants,2,0.004048582995951417
2,voter,too_many_missing_determinants,24,0.048582995951417005
2,voter,usable_complete,268,0.5425101214574899
2,voter,usable_complete_limited_metadata,10,0.020242914979757085
2,voter,usable_partial,109,0.22064777327935223
3,abstention,no_determinants,35,0.0691699604743083
3,abstention,suspicious_determinants,1,0.001976284584980237
3,abstention,too_many_missing_determinants,5,0.009881422924901186
3,abstention,usable_complete,404,0.7984189723320159
3,abstention,usable_complete_limited_metadata,13,0.025691699604743084
3,abstention,usable_partial,45,0.08893280632411067
3,abstention,usable_partial_limited_metadata,3,0.005928853754940711
3,voter,no_determinants,72,0.145748987854251
3,voter,too_many_missing_determinants,20,0.04048582995951417
3,voter,usable_complete,278,0.562753036437247
3,voter,usable_complete_limited_metadata,7,0.01417004048582996
3,voter,usable_partial,116,0.23481781376518218
3,voter,usable_partial_limited_metadata,1,0.0020242914979757085
4,abstention,no_determinants,39,0.07707509881422925
4,abstention,suspicious_determinants,1,0.001976284584980237
4,abstention,too_many_missing_determinants,6,0.011857707509881422
4,abstention,usable_complete,385,0.7608695652173914
4,abstention,usable_complete_limited_metadata,19,0.037549407114624504
4,abstention,usable_partial,53,0.10474308300395258
4,abstention,usable_partial_limited_metadata,3,0.005928853754940711
4,voter,no_determinants,74,0.14979757085020243
4,voter,suspicious_determinants,3,0.006072874493927126
4,voter,too_many_missing_determinants,21,0.04251012145748988
4,voter,usable_complete,281,0.5688259109311741
4,voter,usable_complete_limited_metadata,4,0.008097165991902834
4,voter,usable_partial,111,0.22469635627530365
5,abstention,no_determinants,24,0.04743083003952569
5,abstention,too_many_missing_determinants,5,0.009881422924901186
5,abstention,usable_complete,421,0.8320158102766798
5,abstention,usable_complete_limited_metadata,21,0.041501976284584984
5,abstention,usable_partial,33,0.06521739130434782
5,abstention,usable_partial_limited_metadata,2,0.003952569169960474
5,voter,no_determinants,67,0.13562753036437247
5,voter,suspicious_determinants,2,0.004048582995951417
5,voter,too_many_missing_determinants,22,0.044534412955465584
5,voter,usable_complete,269,0.5445344129554656
5,voter,usable_complete_limited_metadata,9,0.018218623481781375
5,voter,usable_partial,123,0.24898785425101214
5,voter,usable_partial_limited_metadata,2,0.004048582995951417
6,abstention,no_determinants,30,0.05928853754940711
6,abstention,suspicious_determinants,2,0.003952569169960474
6,abstention,too_many_missing_determinants,6,0.011857707509881422
6,abstention,usable_complete,403,0.7964426877470355
6,abstention,usable_complete_limited_metadata,15,0.029644268774703556
6,abstention,usable_partial,48,0.09486166007905138
6,abstention,usable_partial_limited_metadata,2,0.003952569169960474
6,voter,no_determinants,74,0.14979757085020243
6,voter,suspicious_determinants,3,0.006072874493927126
6,voter,too_many_missing_determinants,33,0.06680161943319839
6,voter,usable_complete,282,0.5708502024291497
6,voter,usable_complete_limited_metadata,3,0.006072874493927126
6,voter,usable_partial,97,0.19635627530364372
6,voter,usable_partial_limited_metadata,2,0.004048582995951417
7,abstention,no_determinants,24,0.04743083003952569
7,abstention,too_many_missing_determinants,4,0.007905138339920948
7,abstention,usable_complete,398,0.7865612648221344
7,abstention,usable_complete_limited_metadata,26,0.05138339920948617
7,abstention,usable_partial,50,0.09881422924901186
7,abstention,usable_partial_limited_metadata,4,0.007905138339920948
7,voter,no_determinants,78,0.15789473684210525
7,voter,suspicious_determinants,1,0.0020242914979757085
7,voter,too_many_missing_determinants,16,0.032388663967611336
7,voter,usable_complete,268,0.5425101214574899
7,voter,usable_complete_limited_metadata,12,0.024291497975708502
7,voter,usable_partial,117,0.23684210526315788
7,voter,usable_partial_limited_metadata,2,0.004048582995951417
